textos,labels
  falta marcos regulatorio gobernanza simplificado institución educacion terciario   incluido efp educacion superior    generar duplicacion incoherencia   actualmente   27    estudiante secundaria superior matricular escuela formacion profesional   cabo ano obtener diploma formacion profesional certificado estudio secundario superior acceso universidad   ano experiencia profesional   graduado escuela formacion profesional tecnico agricolo obtener titulo   ingeniero    instituto formacion profesional accesibl graduado programa secundaria superior,4
30 40   persona trastorno mental padecer trastorno mental   wittchen jacobi   2005   vear capitulo 1    frecuente comorbilidad trastorno mental fisico   harter et    unido   ejemplo   persona trastorno mental grave   combinacion problema salud fisico   tasa beneficiario prestación 70    doble tasa beneficiario persona trastorno mental grave padecer problema fisico,3
programa nacional prevencion suicidio   encargado gobierno sueco 2005   ratificar parlamento sueco 2008 iniciativa objetivo reducir numero suicidio suecia   producir esfuerzo colaboracion instituto sueco salud publicar   elaboro    pauta nivel poblacion   junta nacional sueco salud bienestar   elaboro    pauta nivel individual   apoyo nasp   gobierno proporcionar fondo iniciativa curso programa,3
calidad dejar   demostrar marco gestion desempeno recientemente introducido medico atencion primario   seguirar sistema similar hospital   grupo paciente informar involucrado formulacion politica acordar memorando cooperacion intersectorial   industria   tema clave salud publicar   educacion medico excelente   facultad medicina letonia mantener reputacion mejor mundo exsovietico,3
  gasto social disminuyo proporcion presupuesto mayoria país   presion politico mantener empleo salario servicio civil   representar gasto social   considerable     considerar tarifa usuario introducido cubrir costo insumos complementario   ejemplo   libro medicamento   serviar reducir carga fiscal   mejorar eficiencia calidad prestacion servicio social   remanente antiguo politico brindar garantia laboral limitado proporcion trabajador   generalmente urbano   empleado servicio gubernamental empresa moderno   ajuste politica dejar mayoria pobre rural urbano forma proteccion social     introducir programa social focalizado proteger pobre entorno macroeconomico desfavorable   programa incluir fondo emergencia social inversion social recibir apoyo financiero banco multilateral,1
nucleo modelo arquimed ciento ecuación representar fisiologia humano efecto enfermedad   adjunto ecuación ciento ecuación algoritmos simular sistema atencion medico   incluir proceso prueba   tratamiento   admisión comportamiento medico   dato poblacion   ecuación integrar unico modelo simulacion escala,3
  proporcion pago bolsillo producto farmaceutico alto   representar 18    gasto sanitario actual   comparacion promedio ocde 7     sugerir acceso producto farmaceutico desafio pais   particularmente grupo bajo ingreso   dato consumo venta producto farmaceutico limitar letonia   unico dato disponible comparación internacional mostrar venta antibacteriano sistemico medida dosis diario definido   ddd   35    bajo promedio ocde,3
indicador presentar tabla 4 12   marco cubrir dimensión atencion   incluido eficacia   seguridad   atencion centrado paciente   puntualidad   equidad eficiencia   marco aplicar atencion psiquiatrica desarrollo 30 indicador proceso resultado comparar región grupo paciente   bjorkenstam et  ,3
país lograr menor tasa pobreza infantil redistribuir asignación familiar   reduccion pobreza infantil obtener redistribucion beneficio vivienda   depender ganancia familia pobre   posible perdida familia inicialmente encontrar umbral pobreza recibir tipo beneficio   grupo país   tasa pobreza infantil bajo lograr beneficio vivienda redistribuir cubrir nino pobre   escenario presentar mayor caida tasa pobreza infantil dinamarca   islandia   irlanda luxemburgo,1
edicion 2006 program for international student assessment   pisa    ocde   2006a   senala aspecto clave institución regular educacion secundario contribuir reproducir desigualdad origen   obstaculizar papel igualador guiar sistema educativo   lugar   mecanismo asignacion docente doble efecto enviar puerta giratorio docente joven inexperto escuela contexto sociocultural desfavorable   concentrar docente experiencia escuela contexto favorable   lugar   sistema basado geografia asignacion estudiante escuela reproducir proceso segregacion residencial,4
implementar serie politica redistributiva incluir transferencia efectivo   iniciativa creacion empleo subsidio   explicito implicito   trav control precio    parecer   politica mella desigualdad   crisis poner duda sostenibilidad   vear ocde   2009    comision crecimiento desarrollo   2008    crecimiento via principal reduccion pobreza país pobre   medida pais desarrollar   redistribucion volver importante,1
derecho comenzar infancia   razón objetivo desarrollo sostenible   ods   pedir gobierno   garanticir nina nino tener acceso servicio desarrollo   atencion educacion preescolar calidad infancia    inversion atencion educacion calidad infancia producir doble beneficio   justo eficiente   tipo enfoque holistico proteccion infancia centrar calidad atencion prestar lactant nino pequeno   estudio plazo jamaico constato aumento 42   ingreso medio adulto asociado estimulacion infancia,4
estudio reciente region artico encontrar terapeuta mostro conciencia curandero tradicional cliente   objetivo futuro lograr pleno independencia   condición atencion salud groenlandia diferir aspecto sami país nordico   condición geografica climatica,3
momento reforma sistema salud principios decada 1990   esperar sistema seguro conducirio acceso atencion   dato disponible sugerir nivel agregado gasto privado ir aumento   capitulo 1    senalo   tal problema surgir   ejemplo   necesitar nivel minimo provision area rural   costo calidad atenderiar hospital unidad policlinica,3
ejemplo   numero consulta externo especialista 319 mil derechohabient sp   comparacion 338 620 mil derechohabient imss issste   respectivamente   diferencia reflejar necesidad desigual   poblacion ligeramente issste    justificar él   numero receta poder surtir totalidad farmaceutico falta existencia 33   sp comparacion 14   imss dato encuesta   cifra instituto s sugerir tasa alto receta surtida    ambos cifra encontrar alto ocde   gasto bolsillo reducir significativamente ultima decado   esfuerzo lograr cobertura sanitario universal trav reforma sp,3
abril 2013   nhs england encargar servicio salud preso inglaterra   desafio ley derechos humanos 2006 2010   recluso derecho recibir tratamiento atencion medico nhs recluso   conocer   equivalencia atencion    ley salud atencion social 2012 abolio pct transfirio presupuesto salud delincuente nhs inglaterra principio abril 2013,3
ausencia acceso efectivo anticoncepcion   esperar embarazo notificar deseado   proporcion significativo interrumpir él   abbasi shavazi hosseini chavoshi   2014    joven nivel educacion   malo situacion economico menor acceso metodo anticonceptivo eficaz contribuir incidencia embarazo deseado   khatiwado   2013    fracaso anticonceptivo principal causa directo embarazo deseado accidental   blumenthal   voedisch gemzell danielsson   2011   generar demanda aborto   estudio 27 país indico falla anticonceptivo razon informado embarazo interrumpido prematuramente   bankolar   singh haas   1998   black   2010  ,3
ejemplo   educacion preescolar primario   inspección brindar informacion decisión central distribucion puesto personal escuela decidir distribucion programa especifico escuela individual     preocupación necesidad infraestructura transmitir él escuela trav inspeccion nivel central     inspección jugar papel importante implementacion decisión organizacion operacion escuela tomado nivel central,4
actualidad   mayoria país ocde utilizar plan estudio servicio infancia   especialmente medida nino crecer     generalmente aceptar estructuracion orientacion experiencia nino objetivo educativo   actualidad   orientacion pedagogico nino pequeno   desarrollo neurologico lugar ano   ocde   2006    plan estudio influido factor   valor sociedad   estandar contenido   resultado investigacion   expectativa comunidad cultura idioma,4
